Original,TranslationFormula
"KT&G 상상마당 대치아트홀","=GOOGLETRANSLATE(A24, ""ko"", ""en"")"
"서울특별시 강남구 영동대로 416 (대치동)","=GOOGLETRANSLATE(A25, ""ko"", ""en"")"
"예매가능시간: 관람 2시간 전까지목,금 16시 / 주말 및 공휴일 11시, 14시 / 월,화,수 공연없음
* 5월 1일(금), 5월 4일(월) 11시, 14시
* 5월 7일(목), 5월 8일(금) 공연없음","=GOOGLETRANSLATE(A26, ""ko"", ""en"")"
"가족뮤지컬 〈마인블록월드 : 우리가 만드는 세상〉 - 서울","=GOOGLETRANSLATE(A27, ""ko"", ""en"")"
"예매가능시간: 관람 2시간 전까지평일 16시30분 / 주말 및 공휴일 11시, 14시, 16시30분 / 월,화 공연없음
※ 6월 3일(수) 11시, 14시, 16시30분","=GOOGLETRANSLATE(A28, ""ko"", ""en"")"
"가족뮤지컬 〈뽀로로와 신비한 여행〉 - 서울앵콜","=GOOGLETRANSLATE(A29, ""ko"", ""en"")"
"예매가능시간: 관람 2시간 전까지2026년 5월 2일(토) ~ 5월 3일(일) 11시 ,14시, 16시 30분 (총6회차)","=GOOGLETRANSLATE(A30, ""ko"", ""en"")"
"가족뮤지컬 〈설민석의 한국사 대모험 : 안중근〉 - 서울","=GOOGLETRANSLATE(A31, ""ko"", ""en"")"
"예매가능시간: 관람 2시간 전까지평일 16시 30분 / 주말 및 공휴일 11시, 14시, 16시30분
* 3/28(토), 3/29(일) 11시, 14시
* 월,화 공연없음","=GOOGLETRANSLATE(A32, ""ko"", ""en"")"
"가족뮤지컬 〈에그박사 : 해적 보물섬의 비밀〉 - 서울앵콜","=GOOGLETRANSLATE(A33, ""ko"", ""en"")"
"올림픽공원 우리금융아트홀","=GOOGLETRANSLATE(A34, ""ko"", ""en"")"
"예매가능시간: 관람 2시간 전까지수,목,금 16시 30분 / 주말, 공휴일 11시, 14시, 16시 30분
*6월 3일(수) 14시, 16시 30분","=GOOGLETRANSLATE(A35, ""ko"", ""en"")"
"가족뮤지컬 누가 내 머리에 똥 쌌어 - 서울 강북","=GOOGLETRANSLATE(A36, ""ko"", ""en"")"
"2026년 4월 18일(토) 11시, 13시30분, 16시","=GOOGLETRANSLATE(A37, ""ko"", ""en"")"
"가족뮤지컬 아기돼지 삼형제 - 서울 강북","=GOOGLETRANSLATE(A38, ""ko"", ""en"")"
"2026년 5월 16일(토) 11시, 13시30분, 16시","=GOOGLETRANSLATE(A39, ""ko"", ""en"")"
"가족뮤지컬 전설 여우신 - 서울 도봉","=GOOGLETRANSLATE(A40, ""ko"", ""en"")"
"도봉구민회관 하모니홀","=GOOGLETRANSLATE(A41, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 5월 9일(토) 11시, 13시30분","=GOOGLETRANSLATE(A42, ""ko"", ""en"")"
"겨울이야기","=GOOGLETRANSLATE(A43, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 6월 13일(토) 11시, 2시, 4시","=GOOGLETRANSLATE(A44, ""ko"", ""en"")"
"교실 속 마술대소동! （성동）","=GOOGLETRANSLATE(A45, ""ko"", ""en"")"
"성수아트홀","=GOOGLETRANSLATE(A46, ""ko"", ""en"")"
"서울 성동구 성수1가2동 왕십리로6길","=GOOGLETRANSLATE(A47, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 6월 6일(토) ~ 6월 7일(일) 11시, 14시","=GOOGLETRANSLATE(A48, ""ko"", ""en"")"
"국립창극단 〈절창VI〉","=GOOGLETRANSLATE(A49, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 4월 24일(금) 19:30
2026년 4월 25일(토) 15:00","=GOOGLETRANSLATE(A50, ""ko"", ""en"")"
"국립창극단 〈효명〉","=GOOGLETRANSLATE(A51, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 6월 23일(화) ~ 6월 28일(일)
화,수,목,금 19:30 / 토,일 15:00","=GOOGLETRANSLATE(A52, ""ko"", ""en"")"
"꼬마박사 장영실 - 종로","=GOOGLETRANSLATE(A53, ""ko"", ""en"")"
"아이들극장","=GOOGLETRANSLATE(A54, ""ko"", ""en"")"
"서울 종로구 성균관로 91","=GOOGLETRANSLATE(A55, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 5월 30일(토) ~ 5월 31일(일) 11시 / 15시","=GOOGLETRANSLATE(A56, ""ko"", ""en"")"
"더 트라이브","=GOOGLETRANSLATE(A57, ""ko"", ""en"")"
"세종문화회관 M씨어터","=GOOGLETRANSLATE(A58, ""ko"", ""en"")"
"예매가능시간: 관람 2시간 전까지화,수,목,금 오후 7시 30분 / 토 오후 3시, 7시 / 일 오후 3시","=GOOGLETRANSLATE(A59, ""ko"", ""en"")"
"뮤지컬 〈걸프렌드〉","=GOOGLETRANSLATE(A60, ""ko"", ""en"")"
"백암아트홀","=GOOGLETRANSLATE(A61, ""ko"", ""en"")"
"서울특별시 강남구 테헤란로113길 7 (삼성동)","=GOOGLETRANSLATE(A62, ""ko"", ""en"")"
"예매가능시간: 관람 2시간 전까지평일 : 19시 30분 / 토요일 : 14시,18시 / 일,공휴일 : 15시
* 월요일 공연없음. 단, 5월 25일 15시 / 5월 26일 공연 없음","=GOOGLETRANSLATE(A63, ""ko"", ""en"")"
"뮤지컬 〈디아길레프〉","=GOOGLETRANSLATE(A64, ""ko"", ""en"")"
"예스24아트원 1관","=GOOGLETRANSLATE(A65, ""ko"", ""en"")"
"서울 종로구 대학로12길 83","=GOOGLETRANSLATE(A66, ""ko"", ""en"")"
"예매가능시간: 관람 2시간 전까지화, 목, 금 8시 / 수 4시, 8시 / 토 3시, 7시 / 일, 공휴일 2시, 6시 / 월 공연 없음","=GOOGLETRANSLATE(A67, ""ko"", ""en"")"
"뮤지컬 〈몽유도원〉","=GOOGLETRANSLATE(A68, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지화, 목 : 19시 30분 / 수, 금 : 14시 30분, 19시 30분 / 토, 공휴일 : 14시, 19시 / 일 : 14시 (월요일 공연 없음)
※ 5/5(화) 19시 공연","=GOOGLETRANSLATE(A69, ""ko"", ""en"")"
"뮤지컬 〈빌리 엘리어트〉","=GOOGLETRANSLATE(A70, ""ko"", ""en"")"
"예매가능시간: 관람 3시간 전까지화-금 7시 30분ㅣ토,일 2시, 7시 (월 공연 없음)

* 4/12(일) 7시 1회 공연
* 5/1(금) 2시, 7시 2회 공연
* 5/3(일) 2시 1회 공연
* 5/5(화) 2시, 7시 2회 공연
* 5/15(금) 2시 30분, 7시 30분 2회 공연
* 5/17(일) 2시 1회 공연

※ 4/25(토) 2시 공연은 전관으로 판매 마감되었습니다.
※ 극장, 공연제작사 및 관계사의 협의에 따라 일부 좌석이 마감되었습니다.","=GOOGLETRANSLATE(A71, ""ko"", ""en"")"
"뮤지컬 〈스윙 데이즈_암호명 A〉","=GOOGLETRANSLATE(A72, ""ko"", ""en"")"
"충무아트센터 대극장","=GOOGLETRANSLATE(A73, ""ko"", ""en"")"
"예매가능시간: 관람 3시간 전까지화 - 목 19시 30분 / 금 14시 30분, 19시 30분 / 토 14시, 19시 / 일 15시 (월 공연 없음)단, 05/01(금), 05/05(화), 05/24(일) 14시, 19시 공연     05/25(월) 15시 공연     05/26(화) 공연없음","=GOOGLETRANSLATE(A74, ""ko"", ""en"")"
"뮤지컬 〈스윙 데이즈_암호명 A〉공연예매권","=GOOGLETRANSLATE(A75, ""ko"", ""en"")"
"화 - 목 19시 30분 / 금 14시 30분, 19시 30분 / 토 14시, 19시 / 일 15시 (월 공연 없음)","=GOOGLETRANSLATE(A76, ""ko"", ""en"")"
"뮤지컬 〈어서 오세요, 휴남동 서점입니다〉 - 서울(4월)","=GOOGLETRANSLATE(A77, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지수~금 19:30 / 토 14:00, 17:00 / 일 14:00 / 월,화 휴관","=GOOGLETRANSLATE(A78, ""ko"", ""en"")"
"뮤지컬 〈우리의 보통날들〉 리딩 쇼케이스","=GOOGLETRANSLATE(A79, ""ko"", ""en"")"
"파랑새극장","=GOOGLETRANSLATE(A80, ""ko"", ""en"")"
"서울 종로구 대학로 116","=GOOGLETRANSLATE(A81, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지공연시간 : 오후 8시 (1회 공연) 
※ 공연 시간은 90분이며, 인터미션은 없습니다.
※ 공연 시작 30분 전부터 입장 가능합니다.","=GOOGLETRANSLATE(A82, ""ko"", ""en"")"
"뮤지컬 〈태권, 날아올라〉","=GOOGLETRANSLATE(A83, ""ko"", ""en"")"
"국립중앙박물관 극장 용","=GOOGLETRANSLATE(A84, ""ko"", ""en"")"
"서울특별시 용산구 서빙고로 137 (용산동6가)","=GOOGLETRANSLATE(A85, ""ko"", ""en"")"
"예매가능시간: 관람 3시간 전까지수 17:00, 19:30 / 목, 금 17:00 / 토 11:00, 14:00, 16:30 / 일 11:00, 14:00(월, 화 공연 없음)*4/4(토) 14:00, 16:30 (2회 공연)*4/8(수) 19:30 (1회 공연)*5/5(화, 어린이날) 11:00, 14:00, 16:30 (3회 공연)*5/25(월, 석가탄신일 대체휴일) 11:00, 14:00 (2회 공연) *5/15(금) 17:00, 5/16(토) 14:00 공연은단체 전관행사로 인해 판매 마감되었습니다.","=GOOGLETRANSLATE(A86, ""ko"", ""en"")"
"뮤지컬 〈헤이그〉","=GOOGLETRANSLATE(A87, ""ko"", ""en"")"
"NOL 유니플렉스 1관","=GOOGLETRANSLATE(A88, ""ko"", ""en"")"
"예매가능시간: 관람 3시간 전까지화, 수, 목 8시 ㅣ 금 4시, 8시 ㅣ 토 3시 7시 ㅣ 일, 공휴일 2시, 6시
(월 공연 없음)","=GOOGLETRANSLATE(A89, ""ko"", ""en"")"
"뮤지컬 〈The Face〉","=GOOGLETRANSLATE(A90, ""ko"", ""en"")"
"후암스테이지","=GOOGLETRANSLATE(A91, ""ko"", ""en"")"
"서울특별시 종로구 대학로11길 23 (명륜4가)","=GOOGLETRANSLATE(A92, ""ko"", ""en"")"
"예매가능시간: 관람 2시간 전까지[화,수,목,금] 20:00 / [토] 15:00, 19:00 / [일] 14:00, 18:00
*4/18(토) 15시 공연없음
*4/26(일) 18시 공연없음
*월 공연없음","=GOOGLETRANSLATE(A93, ""ko"", ""en"")"
"뮤지컬 마크","=GOOGLETRANSLATE(A94, ""ko"", ""en"")"
"CTS아트홀","=GOOGLETRANSLATE(A95, ""ko"", ""en"")"
"서울 동작구 노량진로 100","=GOOGLETRANSLATE(A96, ""ko"", ""en"")"
"마크 -  전유빈, 오하윤폴 -  서승원, 안지후 바나바 - 구동욱, 임하람 메리 - 김유진, 정재희 줄리아 - 김은애, 강한별 조이 - 임성하, 차단비","=GOOGLETRANSLATE(A97, ""ko"", ""en"")"
"뮤지컬 서편제","=GOOGLETRANSLATE(A98, ""ko"", ""en"")"
"광림아트센터 BBCH홀","=GOOGLETRANSLATE(A99, ""ko"", ""en"")"
"서울 강남구 논현로163길 33","=GOOGLETRANSLATE(A100, ""ko"", ""en"")"
"예매가능시간: 관람 3시간 전까지평일 19시 30분 /  토 15시, 19시 30분 / 일, 공휴일 14시, 18시 30분 (월 공연없음)
* 5/3(일) 18시 30분 공연없음, 5/6(수) 공연없음","=GOOGLETRANSLATE(A101, ""ko"", ""en"")"
"뮤지컬 스크루테이프의 편지","=GOOGLETRANSLATE(A102, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지금 19:00 / 토 13:00

* 5월1일(금), 5월5일(화), 5월25일(월), 6월3일(수), 6월8일(월), 7월17일(금), 8월17일(월) 13:00
* 5월8일(금), 5월29일(금), 6월5일(금), 8월21일(금) 공연없음","=GOOGLETRANSLATE(A103, ""ko"", ""en"")"
"뮤지컬 오렌지 스카이","=GOOGLETRANSLATE(A104, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지금요일 오후 7시30분 
토요일,일요일,공휴일 오후 5시30분
(4월2일 목요일 오후 7시 30분공연)","=GOOGLETRANSLATE(A105, ""ko"", ""en"")"
"뮤지컬 헬로카봇 스페셜 시즌9 〈전설의 용사를 찾아서〉 어린이날 특별 공연","=GOOGLETRANSLATE(A106, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 5월 3일(일) 11시, 14시
2026년 5월 5일(화) 11시, 14시, 16시30분","=GOOGLETRANSLATE(A107, ""ko"", ""en"")"
"베베핀 뮤지컬 〈두근두근 새친구〉","=GOOGLETRANSLATE(A108, ""ko"", ""en"")"
"예매가능시간: 관람 3시간 전까지2026년 5월 3일(일) ~ 5월 5일(화)11시, 14시, 16시30분","=GOOGLETRANSLATE(A109, ""ko"", ""en"")"
"신데렐라","=GOOGLETRANSLATE(A110, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 5월 17일(일) 11시, 2시, 4시","=GOOGLETRANSLATE(A111, ""ko"", ""en"")"
"싱어롱뮤지컬 브레드이발소 〈브레드와 윌크의 세계여행〉 - 서울","=GOOGLETRANSLATE(A112, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 4월 4일(토) 11시, 2시, 4시30분
2026년 4월 5일(일) 11시, 2시","=GOOGLETRANSLATE(A113, ""ko"", ""en"")"
"알라딘과 요술램프","=GOOGLETRANSLATE(A114, ""ko"", ""en"")"
"도봉구민회관 대공연장","=GOOGLETRANSLATE(A115, ""ko"", ""en"")"
"서울 도봉구 마들로 656","=GOOGLETRANSLATE(A116, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 4월 22일(수) 10시10분, 11시10분","=GOOGLETRANSLATE(A117, ""ko"", ""en"")"
"어린이 체험학습 뮤지컬 〈틀려도 괜찮아〉 - 마포","=GOOGLETRANSLATE(A118, ""ko"", ""en"")"
"마포아트센터 플레이맥","=GOOGLETRANSLATE(A119, ""ko"", ""en"")"
"2026년 5월 6일(토) 14:00, 16:00
2026년 5월 17일(일) 11:00, 14:00, 16:00","=GOOGLETRANSLATE(A120, ""ko"", ""en"")"
"오리지널 과학마술콘서트 시즌1 (성동)","=GOOGLETRANSLATE(A121, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 6월 20일(토) ~ 6월 21일(일) 11시, 14시","=GOOGLETRANSLATE(A122, ""ko"", ""en"")"
"우주매직쇼 - 성동","=GOOGLETRANSLATE(A123, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 3월 28일(토) ~ 29일(일) 오전 11시, 오후 2시","=GOOGLETRANSLATE(A124, ""ko"", ""en"")"
"참여형 뮤지컬 〈슈퍼윙스 : 초능력 곤충 대소동〉 - 서울 성동","=GOOGLETRANSLATE(A125, ""ko"", ""en"")"
"예매가능시간: 관람 2시간 전까지평일 16시 / 주말 및 공휴일 11시, 14시 / 월,화 공연없음
※ 5월 1일(금) 11시, 14시
※ 5월 5일(화) 11시, 14시","=GOOGLETRANSLATE(A126, ""ko"", ""en"")"
"크리스마스 캐럴","=GOOGLETRANSLATE(A127, ""ko"", ""en"")"
"예매가능시간: 관람 2시간 전까지화,수,목,금 오후 7시 30분 / 토,공휴일 오후 3시, 7시","=GOOGLETRANSLATE(A128, ""ko"", ""en"")"
"［서초］ 뮤지컬 한글용사 아이야 새로운 이야기〈달라도 친구야!〉","=GOOGLETRANSLATE(A129, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지금 11시 / 토, 일 11시, 14시, 16시30분","=GOOGLETRANSLATE(A130, ""ko"", ""en"")"
"가족뮤지컬 누가 내 머리에 똥 쌌어？ - 서울 강동","=GOOGLETRANSLATE(A131, ""ko"", ""en"")"
"예매가능시간: 관람 1시간 전까지2026년 4월 18일(토) 11시, 14시, 16시","=GOOGLETRANSLATE(A132, ""ko"", ""en"")"
"뮤지컬 〈오지게 재밌는 가시나들〉","=GOOGLETRANSLATE(A133, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지화·목 19:30 / 수·금 15:00, 19:30 / 주말 및 공휴일 14:00, 18:00 (월 쉼) 
* 5/15(금) 19:30, 6/28(일) 13:00 1회 공연","=GOOGLETRANSLATE(A134, ""ko"", ""en"")"
"뮤지컬 〈이게 정말 나일까？〉 - 서울","=GOOGLETRANSLATE(A135, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지- 평일 : 오전 11시, 오후 2시 (하루 총 2회)
- 주말 : 오전 11시, 오후 2시, 오후 4시 30분 (하루 총 3회) (총 35회차 공연)
* 5월 18일(월), 19일(화), 26일(화) 공연 없음.","=GOOGLETRANSLATE(A136, ""ko"", ""en"")"
"월요극장 11 - 뮤지컬 〈홍련〉","=GOOGLETRANSLATE(A137, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 4월 6일(월) 오후 7시","=GOOGLETRANSLATE(A138, ""ko"", ""en"")"
"집사TV 〈 대저택 문의 비밀 〉 : part. 1 - 서울(용산)","=GOOGLETRANSLATE(A139, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 5월 30일(토) 11시, 2시, 4시30분
2026년 5월 31일(일) 11시, 2시","=GOOGLETRANSLATE(A140, ""ko"", ""en"")"
"〈미스트롯4〉 전국투어 콘서트 - 서울","=GOOGLETRANSLATE(A141, ""ko"", ""en"")"
"예매가능시간: 관람 4시간 전까지4월 25일(토) 오후 1시, 6시 / 4월 26일(일) 오후 1시, 6시","=GOOGLETRANSLATE(A142, ""ko"", ""en"")"
"〈현역가왕3〉 TOP10 서울콘서트","=GOOGLETRANSLATE(A143, ""ko"", ""en"")"
"경희대학교 평화의전당","=GOOGLETRANSLATE(A144, ""ko"", ""en"")"
"서울특별시 동대문구 경희대로 26 (회기동)","=GOOGLETRANSLATE(A145, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지03월 28일(토) 1PM, 6PM
03월 29일(일) 1PM, 6PM","=GOOGLETRANSLATE(A146, ""ko"", ""en"")"
"〈CHANGMO : THE EMPEROR〉","=GOOGLETRANSLATE(A147, ""ko"", ""en"")"
"예매가능시간: 관람 2시간 전까지2026년 5월 09일(토) 19:30
2026년 5월 10일(일) 17:00","=GOOGLETRANSLATE(A148, ""ko"", ""en"")"
"2025-26 김창옥 토크콘서트 시즌 5 - 서울","=GOOGLETRANSLATE(A149, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026.05.10(일) 오후 1시, 오후 5시 (1일 2회)","=GOOGLETRANSLATE(A150, ""ko"", ""en"")"
"2025-26 임재범 40주년 콘서트 ＂나는 임재범이다＂ - 서울 ［앵콜］","=GOOGLETRANSLATE(A151, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2025년 5월 16일(토) 오후 6시 - 17일(일) 오후 5시","=GOOGLETRANSLATE(A152, ""ko"", ""en"")"
"2026 데이먼스 이어 단독공연 ［제 2 미해결문제］","=GOOGLETRANSLATE(A153, ""ko"", ""en"")"
"서소문성지역사박물관 콘솔레이션 홀","=GOOGLETRANSLATE(A154, ""ko"", ""en"")"
"서울 중구 칠패로 5","=GOOGLETRANSLATE(A155, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 4월 14일(화) ~ 4월 19일(일)
화~금 8PM / 토 6PM / 일 5PM","=GOOGLETRANSLATE(A156, ""ko"", ""en"")"
"2026 도원경 콘서트 ＇나의 꿈을 향해서＇","=GOOGLETRANSLATE(A157, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 04월 05일 일요일 16:00","=GOOGLETRANSLATE(A158, ""ko"", ""en"")"
"2026 로열인문학 〈하루키가 사랑한 재즈〉","=GOOGLETRANSLATE(A159, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지예매가능시간: 2026. 3. 27.(금) 17:00
공연시간: 2026.03.28.(토) 17:00","=GOOGLETRANSLATE(A160, ""ko"", ""en"")"
"2026 변진섭 전국투어 콘서트 변천사 시즌 2.5 : 시간여행 - 서울","=GOOGLETRANSLATE(A161, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 04월 25일 (토) 오후 7시 30분","=GOOGLETRANSLATE(A162, ""ko"", ""en"")"
"2026 봄 안치환 콘서트","=GOOGLETRANSLATE(A163, ""ko"", ""en"")"
"연남스페이스","=GOOGLETRANSLATE(A164, ""ko"", ""en"")"
"서울특별시 마포구 성미산로22길 16(연남동)","=GOOGLETRANSLATE(A165, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지- 2026년 04월 23일 (목) 19:00- 2026년 04월 24일 (금) 19:00","=GOOGLETRANSLATE(A166, ""ko"", ""en"")"
"2026 서울파크뮤직페스티벌","=GOOGLETRANSLATE(A167, ""ko"", ""en"")"
"올림픽공원 88잔디마당, 티켓링크 라이브 아레나","=GOOGLETRANSLATE(A168, ""ko"", ""en"")"
"토요일 : 14:00 ~ 22:30 / 일요일 : 14:00 ~ 21:30","=GOOGLETRANSLATE(A169, ""ko"", ""en"")"
"2026 성시경 팬미팅 ＂사월＂","=GOOGLETRANSLATE(A170, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지- 공연시간: 2026년 4월 18일(토) 오후 4시","=GOOGLETRANSLATE(A171, ""ko"", ""en"")"
"2026 소통왕 말자쑈! - 서울","=GOOGLETRANSLATE(A172, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지-공연 : 2026년 4월 19일 (일) 13시","=GOOGLETRANSLATE(A173, ""ko"", ""en"")"
"2026 어썸뮤직페스티벌","=GOOGLETRANSLATE(A174, ""ko"", ""en"")"
"난지한강공원","=GOOGLETRANSLATE(A175, ""ko"", ""en"")"
"서울특별시 마포구 한강난지로 162 (상암동)","=GOOGLETRANSLATE(A176, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 04월 25일(토)
2026년 04월 26일(일)
11시 30분","=GOOGLETRANSLATE(A177, ""ko"", ""en"")"
"2026 유리상자 콘서트 〈꽃을 든 상자〉","=GOOGLETRANSLATE(A178, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 03월 28일 (토) 18:00","=GOOGLETRANSLATE(A179, ""ko"", ""en"")"
"2026 이상웅 단독콘서트 〈입춘대길〉","=GOOGLETRANSLATE(A180, ""ko"", ""en"")"
"KT&G 상상마당 홍대","=GOOGLETRANSLATE(A181, ""ko"", ""en"")"
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026.03.29 (일) 18:00","=GOOGLETRANSLATE(A182, ""ko"", ""en"")"
"2026 정재욱 콘서트 일일찻집","=GOOGLETRANSLATE(A183, ""ko"", ""en"")"
